Frame, Time (ms), Delta (ms) , Memory (mb)
  924,14208.682,28.993,5507
  925,14224.728,16.046,5507
  926,14243.190,18.463,5507
  927,14258.965,15.774,5507
  928,14285.953,26.988,5507
  929,14305.804,19.851,5507
  930,14326.574,20.771,5507
  931,14350.814,24.240,5507
  932,14362.537,11.722,5507
  933,14380.821,18.285,5507
  934,14401.979,21.158,5507
  935,14429.944,27.965,5507
  936,14448.592,18.647,5507
  937,14468.462,19.870,5507
  938,14487.564,19.103,5507
  939,14502.791,15.226,5507
  940,14520.049,17.258,5507
  941,14539.952,19.903,5507
  942,14566.435,26.483,5507
  943,14585.180,18.745,5507
  944,14614.243,29.063,5507
  945,14641.173,26.930,5507
  946,14665.781,24.609,5507
  947,14682.087,16.305,5507
  948,14705.622,23.535,5507
  949,14718.026,12.405,5507
  950,14730.146,12.119,5507
  951,14751.088,20.942,5507
  952,14769.376,18.288,5507
  953,14781.959,12.583,5507
  954,14806.523,24.565,5507
  955,14829.262,22.738,5507
  956,14850.709,21.447,5507
  957,14864.848,14.139,5507
  958,14887.662,22.814,5507
  959,14906.918,19.256,5507
  960,14921.362,14.445,5507
  961,14942.623,21.260,5507
  962,14962.966,20.343,5507
  963,14977.609,14.644,5507
  964,15000.663,23.053,5507
  965,15020.382,19.719,5507
  966,15039.837,19.455,5507
  967,15059.682,19.845,5507
  968,15077.384,17.702,5507
  969,15099.099,21.715,5507
  970,15122.009,22.910,5507
  971,15139.481,17.473,5507
  972,15158.490,19.009,5507
  973,15182.323,23.833,5507
  974,15199.611,17.288,5507
  975,15224.582,24.970,5507
  976,15243.132,18.550,5507
  977,15261.194,18.063,5507
  978,15281.214,20.019,5507
  979,15302.429,21.215,5507
  980,15315.160,12.731,5507
  981,15336.091,20.931,5507
  982,15356.429,20.338,5507
  983,15380.504,24.075,5507
  984,15404.261,23.757,5507
  985,15422.580,18.319,5507
  986,15444.569,21.990,5507
  987,15464.441,19.872,5507
  988,15483.666,19.224,5507
  989,15507.694,24.029,5507
  990,15518.811,11.116,5507
  991,15541.980,23.170,5507
  992,15558.159,16.178,5507
  993,15585.160,27.001,5507
  994,15604.238,19.079,5507
  995,15631.444,27.206,5507
  996,15648.613,17.169,5507
  997,15670.258,21.644,5507
  998,15688.944,18.687,5506
  999,15699.950,11.005,5506
 1000,15723.072,23.123,5506
 1001,15743.934,20.861,5506
 1002,15762.333,18.399,5506
 1003,15782.466,20.133,5506
 1004,15804.980,22.515,5506
 1005,15822.844,17.863,5506
 1006,15851.095,28.251,5506
 1007,15864.481,13.387,5506
 1008,15885.236,20.755,5506
 1009,15902.381,17.144,5506
 1010,15919.480,17.100,5506
 1011,15935.349,15.868,5506
 1012,15953.811,18.462,5506
 1013,15975.150,21.340,5506
 1014,15987.363,12.213,5506
 1015,16013.395,26.031,5506
 1016,16030.170,16.775,5506
 1017,16047.731,17.562,5506
 1018,16060.437,12.705,5506
 1019,16075.829,15.392,5506
 1020,16097.154,21.326,5506
 1021,16117.354,20.200,5506
 1022,16137.893,20.538,5506
 1023,16155.482,17.590,5506
 1024,16176.960,21.477,5506
 1025,16194.886,17.926,5506
 1026,16215.808,20.922,5506
 1027,16236.664,20.856,5506
 1028,16255.941,19.278,5506
 1029,16279.068,23.127,5506
 1030,16296.377,17.308,5506
 1031,16319.550,23.173,5506
 1032,16364.407,44.857,5506
 1033,16392.408,28.001,5506
 1034,16420.877,28.469,5506
 1035,16442.754,21.877,5506
 1036,16462.088,19.334,5506
 1037,16484.646,22.558,5506
 1038,16494.072, 9.427,5506
 1039,16517.381,23.308,5506
 1040,16533.834,16.453,5506
 1041,16549.436,15.602,5506
 1042,16574.080,24.645,5506
 1043,16594.342,20.261,5506
 1044,16614.127,19.785,5506
 1045,16628.850,14.723,5506
 1046,16656.307,27.457,5506
 1047,16672.695,16.389,5506
 1048,16686.578,13.882,5506
 1049,16707.193,20.616,5506
 1050,16725.812,18.619,5506
 1051,16742.564,16.752,5506
 1052,16760.439,17.875,5506
 1053,16777.988,17.548,5506
 1054,16802.609,24.622,5506
 1055,16818.373,15.762,5506
 1056,16832.957,14.586,5506
 1057,16849.762,16.803,5506
 1058,16872.098,22.337,5505
 1059,16892.625,20.526,5505
 1060,16908.025,15.400,5505
 1061,16924.262,16.237,5505
 1062,16945.984,21.724,5505
 1063,16962.672,16.688,5505
 1064,16978.861,16.188,5505
 1065,16999.045,20.183,5505
 1066,17014.449,15.404,5505
 1067,17027.197,12.750,5505
 1068,17046.619,19.421,5505
 1069,17064.664,18.045,5505
 1070,17078.416,13.753,5505
 1071,17100.416,22.000,5505
 1072,17117.801,17.384,5505
 1073,17130.113,12.311,5505
 1074,17146.434,16.321,5505
 1075,17172.885,26.452,5505
 1076,17191.420,18.536,5505
 1077,17208.332,16.912,5505
 1078,17227.928,19.594,5505
 1079,17246.895,18.968,5505
 1080,17262.605,15.711,5505
 1081,17279.469,16.864,5505
 1082,17295.697,16.227,5505
 1083,17314.500,18.803,5505
 1084,17330.105,15.605,5505
 1085,17342.164,12.059,5505
 1086,17357.797,15.633,5505
 1087,17378.361,20.565,5505
 1088,17394.314,15.953,5505
 1089,17413.938,19.623,5505
 1090,17438.123,24.185,5505
 1091,17459.898,21.776,5505
 1092,17474.457,14.558,5505
 1093,17490.877,16.420,5505
 1094,17515.301,24.424,5505
 1095,17532.209,16.907,5505
 1096,17549.393,17.184,5505
 1097,17563.848,14.455,5504
 1098,17578.568,14.722,5504
 1099,17593.518,14.949,5504
 1100,17610.297,16.779,5504
 1101,17633.660,23.364,5504
 1102,17661.656,27.996,5504
 1103,17685.066,23.410,5504
 1104,17701.781,16.714,5504
 1105,17713.984,12.203,5504
 1106,17729.320,15.336,5504
 1107,17750.553,21.232,5504
 1108,17766.137,15.584,5504
 1109,17784.754,18.619,5504
 1110,17800.605,15.849,5504
 1111,17816.557,15.952,5504
 1112,17834.250,17.695,5504
 1113,17850.516,16.264,5504
 1114,17860.113, 9.599,5504
 1115,17881.627,21.513,5504
 1116,17900.557,18.931,5504
 1117,17913.500,12.943,5504
 1118,17929.568,16.067,5504
 1119,17946.588,17.021,5504
 1120,17968.857,22.267,5504
 1121,17987.645,18.788,5504
 1122,18003.305,15.660,5504
 1123,18012.941, 9.637,5504
 1124,18030.033,17.092,5504
 1125,18046.004,15.971,5504
 1126,18066.184,20.179,5504
 1127,18085.244,19.063,5504
 1128,18100.744,15.499,5504
 1129,18112.932,12.186,5504
 1130,18133.434,20.503,5504
 1131,18153.420,19.988,5504
 1132,18171.434,18.011,5504
 1133,18191.248,19.817,5504
 1134,18208.088,16.840,5504
 1135,18223.430,15.338,5504
 1136,18240.602,17.173,5504
 1137,18259.969,19.368,5504
 1138,18276.297,16.329,5504
 1139,18284.965, 8.666,5504
 1140,18304.213,19.249,5504
 1141,18325.457,21.243,5504
 1142,18340.389,14.932,5504
 1143,18354.326,13.939,5504
 1144,18369.137,14.809,5504
 1145,18388.982,19.847,5504
 1146,18409.289,20.306,5504
 1147,18426.906,17.618,5504
 1148,18442.934,16.026,5504
 1149,18458.320,15.387,5504
 1150,18468.205, 9.886,5504
 1151,18484.545,16.338,5504
 1152,18501.328,16.785,5504
 1153,18525.129,23.801,5504
 1154,18547.389,22.258,5504
 1155,18560.215,12.827,5504
 1156,18576.529,16.314,5504
 1157,18591.785,15.256,5504
 1158,18610.736,18.951,5504
 1159,18626.996,16.260,5504
 1160,18649.666,22.671,5504
 1161,18668.145,18.479,5504
 1162,18681.312,13.167,5504
 1163,18697.506,16.193,5504
 1164,18723.666,26.161,5504
 1165,18740.955,17.288,5504
 1166,18751.217,10.261,5504
 1167,18769.701,18.486,5504
 1168,18786.287,16.585,5504
 1169,18805.291,19.004,5504
 1170,18823.105,17.813,5504
 1171,18839.213,16.110,5504
 1172,18854.801,15.588,5504
 1173,18865.031,10.229,5504
 1174,18883.873,18.842,5504
 1175,18899.877,16.004,5504
 1176,18918.402,18.526,5504
 1177,18936.393,17.991,5504
 1178,18954.168,17.775,5504
 1179,18971.734,17.566,5504
 1180,18983.812,12.079,5504
 1181,18996.594,12.779,5504
 1182,19007.645,11.051,5504
 1183,19024.850,17.205,5504
 1184,19045.229,20.381,5504
 1185,19062.018,16.787,5504
 1186,19077.961,15.945,5504
 1187,19092.998,15.037,5504
 1188,19102.492, 9.493,5504
 1189,19122.506,20.012,5504
 1190,19138.377,15.874,5504
 1191,19150.656,12.279,5504
 1192,19170.896,20.241,5504
 1193,19183.994,13.097,5504
 1194,19203.572,19.578,5504
 1195,19219.178,15.605,5504
 1196,19235.156,15.979,5504
 1197,19253.195,18.038,5504
 1198,19270.689,17.494,5504
 1199,19287.635,16.946,5502
 1200,19298.961,11.325,5502
 1201,19316.160,17.201,5502
 1202,19331.277,15.116,5502
 1203,19346.869,15.592,5502
 1204,19361.861,14.991,5502
 1205,19382.559,20.699,5502
 1206,19401.709,19.150,5502
 1207,19416.289,14.581,5502
 1208,19429.689,13.398,5502
 1209,19446.436,16.747,5502
 1210,19458.977,12.541,5502
 1211,19481.084,22.110,5502
 1212,19491.102,10.015,5502
 1213,19508.664,17.563,5502
 1214,19523.883,15.219,5502
 1215,19539.010,15.125,5502
 1216,19564.379,25.371,5502
 1217,19581.545,17.167,5502
 1218,19599.078,17.533,5502
 1219,19610.953,11.874,5502
 1220,19625.396,14.443,5502
 1221,19642.938,17.541,5502
 1222,19658.068,15.132,5502
 1223,19681.438,23.368,5502
 1224,19701.346,19.909,5502
 1225,19724.332,22.986,5502
 1226,19739.602,15.268,5502
 1227,19756.709,17.109,5502
 1228,19771.369,14.659,5502
 1229,19787.701,16.332,5502
 1230,19800.316,12.616,5502
 1231,19826.469,26.153,5502
 1232,19841.428,14.958,5502
 1233,19856.926,15.498,5502
 1234,19871.982,15.058,5502
 1235,19884.869,12.886,5502
 1236,19901.441,16.571,5502
 1237,19918.385,16.946,5502
 1238,19927.010, 8.623,5502
 1239,19950.605,23.596,5502
 1240,19968.195,17.590,5502
 1241,19980.936,12.740,5502
 1242,19991.965,11.029,5502
 1243,20008.301,16.336,5502
 1244,20030.305,22.004,5502
 1245,20040.076, 9.773,5502
 1246,20056.295,16.218,5502
 1247,20076.346,20.050,5502
 1248,20091.533,15.189,5502
 1249,20103.174,11.640,5502
 1250,20120.441,17.267,5502
 1251,20140.297,19.855,5502
 1252,20156.996,16.700,5502
 1253,20171.371,14.375,5502
 1254,20182.982,11.612,5502
 1255,20204.613,21.629,5502
 1256,20217.121,12.510,5502
 1257,20239.152,22.032,5502
 1258,20254.434,15.279,5502
 1259,20267.984,13.553,5502
 1260,20285.416,17.430,5502
 1261,20297.615,12.199,5501
 1262,20315.238,17.624,5501
 1263,20329.102,13.861,5501
 1264,20343.350,14.249,5501
 1265,20356.262,12.911,5501
 1266,20374.033,17.774,5501
 1267,20390.781,16.746,5501
 1268,20411.201,20.422,5501
 1269,20424.889,13.686,5501
 1270,20447.645,22.757,5501
 1271,20460.957,13.313,5501
 1272,20476.422,15.463,5501
 1273,20486.287, 9.866,5501
 1274,20501.430,15.142,5501
 1275,20521.869,20.440,5501
 1276,20538.621,16.753,5501
 1277,20552.883,14.261,5501
 1278,20571.301,18.417,5501
 1279,20588.822,17.523,5501
 1280,20603.729,14.905,5501
 1281,20616.457,12.730,5501
 1282,20630.697,14.239,5501
 1283,20648.217,17.519,5501
 1284,20667.809,19.594,5501
 1285,20675.393, 7.583,5501
 1286,20698.305,22.913,5501
 1287,20716.812,18.507,5501
 1288,20731.840,15.026,5501
 1289,20747.965,16.127,5501
 1290,20768.756,20.789,5501
 1291,20788.377,19.623,5501
 1292,20801.086,12.706,5501
 1293,20815.613,14.530,5501
 1294,20829.945,14.332,5501
 1295,20840.566,10.621,5501
 1296,20862.820,22.254,5501
 1297,20875.332,12.513,5501
 1298,20893.297,17.964,5501
 1299,20909.236,15.938,5501
 1300,20927.277,18.040,5501
 1301,20941.641,14.366,5501
 1302,20953.412,11.772,5501
 1303,20971.678,18.263,5501
 1304,20995.576,23.900,5501
 1305,21016.213,20.636,5501
 1306,21028.977,12.764,5501
 1307,21044.629,15.652,5501
 1308,21057.312,12.683,5501
 1309,21068.428,11.115,5501
 1310,21089.801,21.374,5501
 1311,21105.020,15.218,5501
 1312,21121.727,16.708,5501
 1313,21135.680,13.952,5501
 1314,21153.461,17.781,5501
 1315,21171.303,17.843,5501
 1316,21181.148, 9.846,5501
 1317,21197.996,16.848,5501
 1318,21222.219,24.222,5501
 1319,21240.861,18.642,5501
 1320,21254.342,13.480,5501
 1321,21273.697,19.355,5501
 1322,21289.477,15.780,5501
 1323,21310.828,21.353,5501
 1324,21324.469,13.639,5501
 1325,21339.086,14.617,5501
 1326,21356.404,17.320,5501
 1327,21370.961,14.557,5501
 1328,21384.852,13.889,5501
 1329,21400.637,15.787,5501
 1330,21419.268,18.629,5501
 1331,21432.740,13.473,5501
 1332,21449.477,16.738,5501
 1333,21465.748,16.270,5501
 1334,21487.215,21.467,5501
 1335,21501.689,14.473,5501
 1336,21522.637,20.949,5501
 1337,21531.289, 8.651,5501
 1338,21549.361,18.074,5501
 1339,21565.221,15.858,5501
 1340,21582.594,17.372,5501
 1341,21594.717,12.124,5501
 1342,21620.586,25.870,5501
 1343,21636.758,16.170,5501
 1344,21649.414,12.659,5501
 1345,21662.740,13.326,5501
 1346,21675.273,12.531,5501
 1347,21692.357,17.086,5501
 1348,21708.170,15.810,5501
 1349,21724.672,16.503,5501
 1350,21744.240,19.570,5501
 1351,21766.273,22.033,5501
 1352,21779.209,12.936,5501
 1353,21802.213,23.003,5501
 1354,21818.258,16.044,5501
 1355,21830.631,12.374,5501
 1356,21846.602,15.971,5500
 1357,21863.441,16.839,5500
 1358,21881.117,17.677,5500
 1359,21893.969,12.852,5500
 1360,21910.141,16.170,5500
 1361,21925.533,15.394,5500
 1362,21945.275,19.741,5500
 1363,21957.750,12.473,5500
 1364,21978.291,20.543,5500
 1365,21990.318,12.028,5500
 1366,22007.904,17.586,5500
 1367,22026.756,18.850,5500
 1368,22044.801,18.045,5500
 1369,22060.957,16.158,5500
 1370,22073.734,12.777,5500
 1371,22093.424,19.688,5500
 1372,22110.580,17.157,5500
 1373,22121.912,11.333,5500
 1374,22138.791,16.878,5500
 1375,22161.236,22.447,5500
 1376,22176.037,14.799,5500
 1377,22195.152,19.115,5500
 1378,22208.309,13.158,5500
 1379,22223.820,15.510,5500
 1380,22243.082,19.260,5500
 1381,22251.289, 8.208,5500
 1382,22275.197,23.908,5500
 1383,22287.994,12.799,5500
 1384,22301.705,13.711,5500
 1385,22319.609,17.902,5500
 1386,22333.916,14.307,5500
 1387,22352.736,18.821,5500
 1388,22371.693,18.956,5500
 1389,22387.723,16.031,5500
 1390,22399.945,12.221,5500
 1391,22419.082,19.137,5500
 1392,22434.033,14.952,5500
 1393,22450.953,16.919,5500
 1394,22464.475,13.523,5500
 1395,22488.529,24.053,5500
 1396,22502.115,13.587,5500
 1397,22517.736,15.623,5500
 1398,22529.277,11.538,5500
 1399,22548.135,18.859,5501
 1400,22565.977,17.841,5501
 1401,22584.789,18.813,5501
 1402,22594.172, 9.382,5501
 1403,22610.129,15.958,5501
 1404,22625.270,15.139,5501
 1405,22648.230,22.963,5501
 1406,22661.812,13.582,5501
 1407,22680.102,18.287,5501
 1408,22699.545,19.445,5501
 1409,22712.854,13.308,5501
 1410,22722.385, 9.533,5501
 1411,22738.809,16.422,5501
 1412,22756.930,18.120,5501
 1413,22777.840,20.911,5501
 1414,22800.344,22.504,5501
 1415,22818.055,17.712,5501
 1416,22834.348,16.292,5501
 1417,22847.492,13.147,5501
 1418,22858.086,10.592,5501
 1419,22878.053,19.967,5501
 1420,22894.156,16.103,5501
 1421,22910.439,16.283,5501
 1422,22920.199, 9.760,5501
 1423,22938.385,18.185,5501
 1424,22957.928,19.543,5501
 1425,22973.064,15.138,5501
 1426,22988.752,15.686,5501
 1427,23005.400,16.649,5501
 1428,23018.438,13.038,5501
 1429,23038.527,20.089,5501
 1430,23057.809,19.283,5501
 1431,23071.076,13.268,5501
 1432,23087.822,16.745,5501
 1433,23102.506,14.681,5501
 1434,23119.320,16.817,5501
 1435,23134.461,15.140,5501
 1436,23150.584,16.122,5501
 1437,23166.293,15.710,5501
 1438,23181.953,15.660,5501
 1439,23198.381,16.428,5501
 1440,23209.502,11.119,5501
 1441,23229.676,20.175,5501
 1442,23249.977,20.302,5501
 1443,23266.137,16.160,5501
 1444,23279.729,13.591,5501
 1445,23291.061,11.333,5501
 1446,23307.344,16.282,5501
 1447,23323.102,15.757,5501
 1448,23347.771,24.671,5501
 1449,23365.432,17.660,5501
 1450,23381.182,15.751,5501
 1451,23396.131,14.949,5501
 1452,23405.322, 9.192,5501
 1453,23420.686,15.361,5501
 1454,23442.262,21.578,5501
 1455,23456.350,14.087,5501
 1456,23473.564,17.215,5501
 1457,23490.480,16.917,5501
 1458,23503.762,13.281,5501
 1459,23517.564,13.804,5501
 1460,23533.934,16.368,5501
 1461,23557.582,23.648,5501
 1462,23571.670,14.087,5500
 1463,23587.785,16.115,5500
 1464,23604.695,16.911,5500
 1465,23616.777,12.083,5500
 1466,23634.750,17.972,5500
 1467,23651.334,16.584,5500
 1468,23672.951,21.617,5500
 1469,23688.865,15.914,5500
 1470,23702.725,13.860,5500
 1471,23713.289,10.564,5500
 1472,23732.139,18.850,5500
 1473,23748.697,16.558,5500
 1474,23760.238,11.542,5500
 1475,23785.410,25.172,5500
 1476,23800.045,14.633,5500
 1477,23821.541,21.497,5500
 1478,23841.354,19.812,5500
 1479,23860.582,19.229,5500
 1480,23873.201,12.620,5500
 1481,23890.484,17.282,5500
 1482,23903.564,13.081,5500
 1483,23915.883,12.318,5500
 1484,23927.525,11.642,5500
 1485,23942.561,15.037,5500
 1486,23962.320,19.760,5500
 1487,23975.959,13.637,5500
 1488,23993.928,17.968,5500
 1489,24009.350,15.422,5500
 1490,24024.838,15.487,5500
 1491,24041.105,16.270,5500
 1492,24060.488,19.384,5500
 1493,24076.746,16.256,5500
 1494,24089.834,13.087,5500
 1495,24110.553,20.719,5500
 1496,24125.873,15.320,5500
 1497,24142.068,16.196,5500
 1498,24159.699,17.631,5500
 1499,24174.414,14.713,5500
 1500,24191.338,16.926,5500
 1501,24206.641,15.302,5500
 1502,24223.465,16.826,5500
 1503,24237.855,14.389,5500
 1504,24253.146,15.292,5500
 1505,24272.266,19.117,5500
 1506,24285.588,13.323,5500
 1507,24303.725,18.138,5500
 1508,24324.254,20.528,5500
 1509,24336.061,11.808,5500
 1510,24351.939,15.878,5500
 1511,24371.545,19.606,5500
 1512,24388.094,16.548,5500
 1513,24399.850,11.756,5500
 1514,24419.564,19.716,5500
 1515,24442.201,22.635,5500
 1516,24454.053,11.854,5500
 1517,24472.107,18.053,5500
 1518,24486.586,14.477,5500
 1519,24497.102,10.518,5500
 1520,24513.521,16.418,5500
 1521,24532.832,19.311,5500
 1522,24558.914,26.081,5500
 1523,24572.740,13.830,5500
 1524,24586.557,13.814,5500
 1525,24603.113,16.557,5500
 1526,24618.127,15.014,5500
 1527,24629.865,11.738,5500
 1528,24643.445,13.579,5500
 1529,24662.324,18.882,5500
 1530,24676.805,14.480,5500
 1531,24701.732,24.926,5500
 1532,24717.037,15.306,5500
 1533,24731.006,13.966,5500
 1534,24751.389,20.386,5500
 1535,24767.885,16.495,5501
 1536,24783.193,15.307,5501
 1537,24802.904,19.714,5501
 1538,24819.973,17.066,5501
 1539,24830.953,10.982,5501
 1540,24861.996,31.041,5501
 1541,24880.062,18.068,5501
 1542,24891.965,11.903,5501
 1543,24904.926,12.960,5501
 1544,24918.389,13.464,5501
 1545,24932.711,14.321,5501
 1546,24946.188,13.476,5501
 1547,24967.193,21.005,5502
 1548,24983.342,16.150,5502
 1549,24997.338,13.996,5502
 1550,25015.547,18.209,5502
 1551,25031.191,15.644,5502
 1552,25046.898,15.708,5502
 1553,25066.107,19.208,5502
 1554,25080.697,14.590,5502
 1555,25095.664,14.966,5502
 1556,25116.553,20.891,5502
 1557,25130.221,13.666,5502
 1558,25147.092,16.871,5502
 1559,25160.033,12.943,5502
 1560,25175.426,15.390,5502
 1561,25196.014,20.588,5502
 1562,25213.094,17.080,5502
 1563,25230.861,17.770,5502
 1564,25247.387,16.525,5502
 1565,25263.320,15.933,5502
 1566,25278.787,15.467,5502
 1567,25300.670,21.881,5502
 1568,25317.041,16.373,5502
 1569,25328.453,11.413,5502
 1570,25347.857,19.403,5502
 1571,25370.557,22.700,5502
 1572,25385.381,14.823,5502
 1573,25398.305,12.925,5502
 1574,25419.205,20.900,5502
 1575,25433.059,13.854,5502
 1576,25450.537,17.479,5502
 1577,25466.139,15.601,5502
 1578,25479.246,13.106,5502
 1579,25502.605,23.359,5502
 1580,25519.678,17.074,5502
 1581,25528.072, 8.394,5502
 1582,25548.354,20.282,5502
 1583,25566.033,17.680,5502
 1584,25577.447,11.413,5502
 1585,25595.980,18.534,5502
 1586,25620.881,24.899,5502
 1587,25634.604,13.723,5502
 1588,25649.561,14.958,5502
 1589,25661.453,11.891,5502
 1590,25677.873,16.420,5502
 1591,25695.834,17.961,5502
 1592,25710.969,15.137,5502
 1593,25742.389,31.419,5502
 1594,25760.818,18.430,5502
 1595,25777.742,16.923,5502
 1596,25789.312,11.570,5502
 1597,25804.156,14.845,5502
 1598,25828.734,24.578,5502
 1599,25846.582,17.846,5502
 1600,25857.037,10.457,5502
 1601,25878.289,21.251,5502
 1602,25905.396,27.107,5502
 1603,25916.129,10.732,5502
 1604,25939.471,23.343,5502
 1605,25953.977,14.505,5502
 1606,25967.961,13.985,5502
 1607,25983.865,15.904,5502
 1608,26002.977,19.112,5502
 1609,26014.441,11.463,5502
 1610,26031.061,16.620,5502
 1611,26053.859,22.799,5502
 1612,26070.377,16.517,5502
 1613,26087.816,17.441,5502
 1614,26107.170,19.353,5502
 1615,26125.693,18.524,5502
 1616,26145.816,20.124,5502
 1617,26160.961,15.143,5502
 1618,26176.230,15.270,5502
 1619,26192.418,16.187,5502
 1620,26208.477,16.060,5502
 1621,26220.426,11.947,5502
 1622,26237.094,16.669,5502
 1623,26259.006,21.911,5502
 1624,26270.270,11.263,5502
 1625,26288.877,18.610,5502
 1626,26308.193,19.314,5502
 1627,26320.865,12.673,5502
 1628,26339.826,18.959,5502
 1629,26364.352,24.527,5502
 1630,26381.344,16.992,5502
 1631,26397.670,16.326,5502
 1632,26413.377,15.707,5502
 1633,26429.246,15.869,5502
